Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
16534,"18.9591784, 72.8145383","6, Kailash Darshan, Kennedy Bridge, Nana Chowk, Mumbai",Dr Galas Nursing Home,0,0,0,"6, Kailash Darshan, Kennedy Bridge, Nana Chowk",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16535,"19.0759837, 72.8776559","R N Gamadia Polyclinic, No 14, 19, Taredeo, Mumbai-",Dr Turners S Speciality Dental Centre,0,0,0,"R N Gamadia Polyclinic, No 14, 19, Taredeo",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16536,NA,"6, Kailas Darshan, 2Nd Floor,Nana Chowk, Kennedy Bridge, Marine Lines",Dr. Gala's Nursing Home,0,0,0,"6, Kailas Darshan, 2Nd Floor,Nana Chowk, Kennedy Bridge, Marine Lines",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,2223884122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16537,"18.9636754, 72.8161899","Modi Bhavan, Pandita Ramabai Road, Gamdevi, Grant Road (W), Mumbai",Dr. Nisars Eye Care Centre,0,0,0,"Modi Bhavan, Pandita Ramabai Road, Gamdevi, Grant Road (W)",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16538,NA,"Regd.No:- A-4146,Ratan-Abad,Tukaram Javji Road",Dr.(Mrs.) Havovi S. Madon,0,0,0,"Regd.No:- A-4146,Ratan-Abad,Tukaram Javji Road",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16539,"18.9602406, 72.8103742","Madhav Nivas, 8. Laburnum Road Gamdevi, Mumbai-",Dr.Mangeshikar Clinic,0,0,0,"Madhav Nivas, 8. Laburnum Road Gamdevi",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16540,"18.95753, 72.8088794","31 Surya Prakash Ground Floor, Babulnath Road, Chowpatty, Mumbai",Eye-Q Vision Care,0,0,0,"31 Surya Prakash Ground Floor, Babulnath Road, Chowpatty",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16541,NA,"105 A&C & 405 A Sukh Sagar, N.S. Patkar Marg, Opera House,",Foresight Eye Center,0,0,0,"105 A&C & 405 A Sukh Sagar, N.S. Patkar Marg, Opera House",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16542,"19.0759837, 72.8776559","6,Jaymahal,French Bridge,Opera House, Next To Patidar Samaj Hall, Mumbai, ",Infiniti Eye Hospital,0,0,0,"6,Jaymahal,French Bridge,Opera House, Next To Patidar Samaj Hall",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16543,"18.9591937, 72.8122626","(Dr Mangeshikar Clinic) Madhav Niwas, 8. Laburnum Rd, Bombay",Mangeshikar Access Gynecology and Infertility Center,0,0,0,"(Dr Mangeshikar Clinic) Madhav Niwas , 8. Laburnum Rd, Bombay",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16544,"18.9576029, 72.8103199","Mehta House,36, Pandita Ramabai Road, OppositeGirgaon Chowpaty,Girgaon, Mumbai, ",N M Medical Centre,0,0,0,"Mehta House,36, Pandita Ramabai Road, OppositeGirgaon Chowpaty,Girgaon",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16545,"18.9653852, 72.8147262",E-29 Tukaram Javji Marg Bhatia Hospital Lane Grant Road W Mumbai,New Babulnath Ent Clinic,0,0,0,E-29 Tukaram Javji Marg Bhatia Hospital Lane Grant Road W Mumbai,Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16546,"18.9537342, 72.8183134","534, Bombay Mutual Terrace, 4Th Floor, Opera House, Mumbai",Palshetkar Patil Nursing Home,0,0,0,"534, Bombay Mutual Terrace, 4Th Floor, Opera House",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16547,"18.9563549, 72.8133985","202-A, Sukh Sagar,2Nd Floor, N S Patkar Marg, Mumbai",Samyak Drishti Eye Centre,0,0,0,"202-A, Sukh Sagar,2Nd Floor, N S Patkar Marg",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16548,"19.0759837, 72.8776559","79, Kailas Nagar, 658, Tardeo Road, Opposite Bhatia Hospital, Mumbai, ",Shah Eye Clinic and Nursing Home,0,0,0,"79, Kailas Nagar, 658, Tardeo Road, Opposite Bhatia Hospital",Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,23524284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16549,"18.9586748, 72.8110314",15 Dar Ui Muluk 26 Pandita Ramabai Road Mumbai-,The Vascular Clinic,0,0,0,15 Dar Ui Muluk 26 Pandita Ramabai Road ,Maharashtra,Mumbai,0,400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16550,"19.2147763, 73.0864218",401 Commerce Centre Tandon Road Ramnagar Dombivli (E),Eye Site,0,0,0,401 Commerce Centre Tandon Road Ramnagar Dombivli (E),Maharashtra,Mumbai,0,400008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16551,"19.0176169, 72.8561288",Mumbai,Ipc Heart Care,0,0,0,,Maharashtra,Mumbai,0,400008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16552,"19.381244, 72.830237",1St Floor Sukhmani Palace Navghar Vasai Rd.(W),Madhura Nursing Home,0,0,0,1St Floor Sukhmani Palace Navghar Vasai Rd.(W),Maharashtra,Mumbai,0,400008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16553,"18.9688538, 72.8283084","245-A, Maulana Azad Rd, Nagpada, Mumbai",Nagori Clinic And Nursing Home,0,0,0,"245-A, Maulana Azad Rd, Nagpada",Maharashtra,Mumbai,0,400008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16554,NA,1St Floor Ghanshyam Complex M G Road Nr. Kranti Departmental Store Dombivili,Prathmesh General Hospital and Iccu,0,0,0,1St Floor Ghanshyam Complex M G Road Nr. Kranti Departmental Store Dombivili,Maharashtra,Mumbai,0,400008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16555,"18.965987, 72.818904","Bldg. No.2, 1St Floor, R.No. 4, 5 & 10, Navjivan Society, Lamington Road, Mumbai",Sadhu-Kamal Eye Hospital,0,0,0,"Bldg. No.2, 1St Floor, R.No. 4, 5 & 10, Navjivan Society, Lamington Road",Maharashtra,Mumbai,0,400008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16556,"19.0552812, 72.8892082",Plot No. 22 Swastik Park Chembur,Swastik Nursing Home,0,0,0,Plot No. 22 Swastik Park Chembur,Maharashtra,Mumbai,0,400008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16557,"18.9506004, 72.8382547","Imamwada Road, Opposite Mughal Masjid, Mumbai",M.H. Saboo Siddique Maternity and General Hospital - Masjid,0,0,0,"Imamwada Road, Opposite Mughal Masjid",Maharashtra,Mumbai,0,400009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16558,"19.1330996, 72.8372689","Videocon Tower,Thakur Complex,Kandivali(E) ",Gokul Hospital,0,0,0,"Videocon Tower,Thakur Complex,Kandivali(E) ",Maharashtra,Mumbai,0,400010,0,0,0,0,0,0,0,0,28544715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16559,"18.970835, 72.8357489","Aga Hall, Nesbit Road, Mazgaon, Mazagaon, Mumbai, ",Prince Aly Khan Hospital,0,0,0,"Aga Hall, Nesbit Road, Mazgaon, Mazagaon",Maharashtra,Mumbai,0,400010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16560,Error,"Queystreet, OppositeSaibabamandir, Reayroad(E)",Sai Raj Hospital,0,0,0,"Queystreet, OppositeSaibabamandir, Reayroad(E)",Maharashtra,Mumbai,0,400010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16561,NA,Shbhashish Subhash Nagar Estate N M Joshi Marg,Nirmala Maternity And Surgical Hospitalwith Polyclinic,0,0,0,Shbhashish Subhash Nagar Estate N M Joshi Marg,Maharashtra,Mumbai,0,400011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16562,"18.9927476, 72.8310679",Yashashree Society N M Joshi Marg Opp Zee News Bldg Lower Parel Mumbai,Sankalp Eye Care Centre,0,0,0,Yashashree Society N M Joshi Marg Opp Zee News Bldg Lower Parel,Maharashtra,Mumbai,0,400011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16563,NA,"Next To Saibaba Temple, Behind Icici Bank, Santoshi Mata Road, Kalyan (W0",Vatsalya Nursing Home,0,0,0,"Next To Saibaba Temple, Behind Icici Bank, Santoshi Mata Road, Kalyan",Maharashtra,Mumbai,0,400011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16564,"19.0176169, 72.8561288",Mumbai,Dr Chetan Shetty Clinic,0,0,0,,Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16565,"18.99833, 72.83864",287 Dr B Ambedkar Road Parel,Dr G M Bhargava Clinic,0,0,0,287 Dr B Ambedkar Road Parel,Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16566,"18.9952875, 72.8364244","5, Sindhudurg, Mahadev Palav Marg, Lalbaug,Mumbai",Dr.Zankars Diagnostic Centre,0,0,0,"5, Sindhudurg, Mahadev Palav Marg, Lalbaug",Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16567,NA,"35,Dr.E.Borges Road,Hospital Avenue,OppositeShirodkar High School,Parel.","Global Hospital-Super Speciality And Transplant Centre ( A Unit Of Centre For Digestive and Kidney Diseases (India) Pvt. Ltd.,",0,0,0,"#35,Dr.E.Borges Road,Hospital Avenue,OppositeShirodkar High School,Parel",Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16568,"19.0021567, 72.8415793","Parel, Mumbai:",K B H B Charitable Ophthalmic and E.N.T Hospital,0,0,0,Parel,Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16569,"19.003095, 72.8393973",58-60 Jehangir Merwanji Street Parel Mumbai,K B Haji Bachooali Charitable Ophthalmic and E N T H,0,0,0,58-60 Jehangir Merwanji Street Parel ,Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16570,"19.0857348, 72.9138503",Parel,Municipal Corporation Of Greater Mumbai,0,0,0,Parel,Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16571,"18.9840396, 72.835737",100 Dr B A Rd Chichpokali E Mumbai,N S Optical Contact Lens Clinic Ghatkopar,0,0,0,100 Dr B A Rd Chichpokali E Mumbai,Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16572,NA,"6, Khambatta House, Khambatta Lane, Gr. Floor, Near Post Office, Byculla (E)",Om Shanti Manav Kalyan Netralay,0,0,0,"6, Khambatta House, Khambatta Lane, Gr. Floor, Near Post Office, Byculla (E)",Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16573,"19.004888, 72.8456268","96/97, Jerbai Wadia Road, Near Tata Hospital, Opp Vicco House, Bhoiwada, Parel Mumbai",Parel Institute Of Orthopaedic Specialities,0,0,0,"96/97, Jerbai Wadia Road, Near Tata Hospital, Opp Vicco House, Bhoiwada, Parel",Maharashtra,Mumbai,0,400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16574,NA,"No. B-104, 105, 1St Floor, Prithvi Vandan Co-Operative Hsg.Soc., OppositeN.M.Joshi Marg Police Station, Delisle Road, Parel",Dr Nerurkars Harish Nursing Home,0,0,0,"No. B-104, 105, 1St Floor, Prithvi Vandan Co-Operative Hsg.Soc., OppositeN.M.Joshi Marg Police Station, Delisle Road, Parel",Maharashtra,Mumbai,0,400013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16575,NA,"C-19,Tashkent,Nr.Bhagwati Hospital,S.V.P. Road,Opp Ram Mandir,Borivali (W)",Dr.Mugdha Ranade Eye Clinic,0,0,0,"C-19,Tashkent,Nr.Bhagwati Hospital,S.V.P. Road,Opp Ram Mandir,Borivali (W)",Maharashtra,Mumbai,0,400013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16576,"18.991758, 72.831223","B-104,105 Prithvi Vandan N M Joshi Marg N M Joshi Marg Mumbai ",Harish Nursing Home,0,0,0,"B-104,105 Prithvi Vandan N M Joshi Marg N M Joshi Marg ",Maharashtra,Mumbai,0,400013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16577,"18.9915925, 72.8315014","13, Padmavati Darshan,Near Deepak Cinema, N M Joshi Marg, Mumbai",Jain Diagnotic Centre,0,0,0,"13, Padmavati Darshan,Near Deepak Cinema, N M Joshi Marg",Maharashtra,Mumbai,0,400013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16578,"19.0187123, 72.8480251","Mayur Niwas, 169/A, Dr. Ambedkar Road, Dadar T.T, Mumbai",Akshi Eye Centre,0,0,0,"Mayur Niwas, 169/A, Dr. Ambedkar Road, Dadar T.T",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,24155545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16579,NA,"Ground Floor,168-A, Savitri Sdn, Dr. B.A. Road, Dadar",Arthroscopy and Sports Medicine Institute,0,0,0,"Ground Floor,168-A, Savitri Sdn, Dr. B.A. Road, Dadar",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16580,"19.021324, 72.8424178",Dadar Mumbai,Ashirvad Clinic(Dr.Vandana Walvekar),0,0,0,Dadar ,Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16581,"19.0759837, 72.8776559",Imperial Mahal 2Nd Floor Above Shabana Stores Khodadad Circle Dadar Tt Mumbai,Ashirwad Transfusion And Chemotherapy Centre,0,0,0,Imperial Mahal 2Nd Floor Above Shabana Stores Khodadad Circle Dadar Tt ,Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16582,NA,"Ganesh Apt. Ground Floor, L. J. Road, Opposite Sitladevi Temple, Mahim",Ashwini Accident Hospital and Poly Clinic,0,0,0,"Ganesh Apt. Ground Floor, L. J. Road, Opposite Sitladevi Temple, Mahim",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16583,"19.019119, 72.848349","Savitri Sadan, 168-A, Dr. Ambedkar Road, Mumbai",Asmi Arthroscopy and Sports Medicine Institute,0,0,0,"Savitri Sadan, 168-A, Dr. Ambedkar Road",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16584,"19.016976, 72.847592",808 Dr Ambedkar Road Opp Dadar T T Corcle Dadar East Mumbai-,B N D Onco Center,0,0,0,808 Dr Ambedkar Road Opp Dadar T T Corcle Dadar East Mumbai,Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16585,"19.0194936, 72.8467661","Bhgyalaxmi, 157 Hindu Colony , Dadar , Mumbai ",Dr Khandeparkars Nursing Home,0,0,0,"Bhgyalaxmi , 157 , Hindu Colony , Dadar ",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16586,"19.1365997, 72.8566074","Kesar Plaza, Caves Road, Station Road, Jogeshwari (E)",Dr Kulkarni Hospital,0,0,0,"Kesar Plaza, Caves Road, Station Road, Jogeshwari (E)",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16587,"19.0759837, 72.8776559","Ghamat Logde, 2Nd Floor, Anov Ing Vyasya Bk, Dr B Ambedkar Rd Dadar T T Mumbai",Dr M B Agarwalclinic,0,0,0,"Ghamat Logde, 2Nd Floor, Anov Ing Vyasya Bk, Dr B Ambedkar Rd Dadar T T",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16588,"19.0146087, 72.8427525",10/86 Dadasaheb Phalka Rd Dadar,Dr R M Jangada Clinic Dadar,0,0,0,10/86 Dadasaheb Phalka Rd Dadar,Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16589,"19.0160002, 72.8431146","172 -A Naigaum, Dadar, ",Dr. Karmarkar Hospital,0,0,0,"172 -A Naigaum, Dadar",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,24141089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16590,NA,"Nanabhai Court Near Hindamata Cinema Dr. Ambedkar Road, Dadar",Dr. Vaze`S Nursing Home And Eye Clinic,0,0,0,"Nanabhai Court Near Hindamata Cinema Dr. Ambedkar Road, Dadar",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16591,"19.0187882, 72.848917","804-A, Ghamat Bldg., 4Th Floor, Dr.B.Ambedkar Road, Dadar Tt",Elixir Hospital,0,0,0,"804-A, Ghamat Bldg., 4Th Floor, Dr.B.Ambedkar Road, Dadar Tt",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16592,"19.0099129, 72.8426858",Shilpa Apartment Dasturwadi Dadar E Mumbai,G S B S Medical Trust,0,0,0,Shilpa Apartment Dasturwadi Dadar E Mumbai,Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16593,"19.0759837, 72.8776559",2 Nd Floor Ghamat Lodge 804/A Dr B Ambedkar Road Above Ing Vysys Bank Dadar Tt Mumbai-,Haematology Centre,0,0,0,2 Nd Floor Ghamat Lodge 804/A Dr B Ambedkar Road Above Ing Vysys Bank Dadar Tt ,Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16594,NA,"Imperial Mahal,3Rd Floor,Khodadad Circle,Dadar T.T.",Kashyap Nursing Home,0,0,0,"Imperial Mahal,3Rd Floor,Khodadad Circle,Dadar T.T.",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16595,"19.0228246, 72.8534206","166-C Krishna Kunj,Khareghat Road, Dr.Ambedkar Road,Dadar( E), Mumbai",Krishna Cardiac Care Centre,0,0,0,"166-C Krishna Kunj,Khareghat Road, Dr.Ambedkar Road,Dadar( E)",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16596,"19.020546, 72.8487169","180, Saraswati Nilayam, 180 Hindu Colony , Dadar ( East ) , Mumbai",Laud Clinic,0,0,0,"180, Saraswati Nilayam , 180 , Hindu Colony , Dadar ( East ) ",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16597,"19.0207984, 72.8384577","12, Gyan Mandir Road, Dadar West",Navneet Jain Health Center,0,0,0,"12, Gyan Mandir Road, Dadar West",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16598,NA,"121, Nehru Nagar, Medical Centre, Kurla (E)",Nehru Nagar Medical Center,0,0,0,"121, Nehru Nagar, Medical Centre, Kurla (E)",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16599,NA,Gokul 1St Floor Near Senapati Bapat Statue 93 Ranade Road Dadar,Nirmal Nursing Home,0,0,0,Gokul 1St Floor Near Senapati Bapat Statue 93 Ranade Road Dadar,Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16600,"19.0759837, 72.8776559","Imperial Mahal, 2Nd Floor Khodadad Circle, Dadar Tt, Mumbai",Prof (Dr.) M B Agarwals Haematology Day Care Centr,0,0,0,"Imperial Mahal, 2Nd Floor Khodadad Circle, Dadar Tt",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16601,"18.9635287, 72.8280994","128, Hindu Colony, 5Th Lane, Dadar(East), Mumbai",Shree Samarth Nursing Home,0,0,0,"128, Hindu Colony, 5Th Lane, Dadar(East)",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
16602,"19.021324, 72.8424178","""Shreyas"", 120, Hindu Colony, 5Th Road, Dadar, Mumbai",Shrikhande Clinic,0,0,0,"""Shreyas"", 120, Hindu Colony, 5Th Road, Dadar",Maharashtra,Mumbai,0,400014,0,0,0,0,0,0,0,0,24148114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,519
